Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"Statement - For ([i = 0, i < wes.size(), (i++)])",Safari 11,,2018-03-20 09:15:35,2018-03-20 09:15:35,"0,357s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:15:35,2018-03-20 09:15:35,"0,099s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/04_Testfall,Safari 11,Initial: Alle Filial-Icon sind auf der Karte angezeigt,2018-03-20 09:15:35,2018-03-20 09:15:45,"9,898s",PASSED
openBrowser,Safari 11,,2018-03-20 09:15:36,2018-03-20 09:15:38,"2,667s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:15:38,2018-03-20 09:15:38,"0,006s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:15:38,2018-03-20 09:15:38,"0,023s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:15:38,2018-03-20 09:15:40,"1,609s",PASSED
delay,Safari 11,,2018-03-20 09:15:40,2018-03-20 09:15:45,"5,003s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Safari 11,,2018-03-20 09:15:45,2018-03-20 09:15:45,"0,053s",PASSED
"Statement - For ([i = 0, i < wes.size(), (i++)])",Safari 11,,2018-03-20 09:15:45,2018-03-20 09:15:45,"0,122s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:15:45,2018-03-20 09:15:45,"0,096s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/05_Testfall,Safari 11,initial: Alle Filial-Akk. sind zugeklappt,2018-03-20 09:15:45,2018-03-20 09:16:00,"14,945s",PASSED
openBrowser,Safari 11,,2018-03-20 09:15:46,2018-03-20 09:15:48,"2,822s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:15:48,2018-03-20 09:15:48,"0,017s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:15:48,2018-03-20 09:15:48,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:15:48,2018-03-20 09:15:50,"1,349s",PASSED
delay,Safari 11,,2018-03-20 09:15:50,2018-03-20 09:15:55,"5,005s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:15:55,2018-03-20 09:16:00,"5,285s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:00,2018-03-20 09:16:00,"0,087s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/06_Testfall,Safari 11,initial: Alle Filial-Akk. sind zugeklappt,2018-03-20 09:16:00,2018-03-20 09:16:09,"8,944s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:00,2018-03-20 09:16:03,"2,186s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:03,2018-03-20 09:16:03,"0,030s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:03,2018-03-20 09:16:03,"0,007s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:03,2018-03-20 09:16:04,"1,353s",PASSED
delay,Safari 11,,2018-03-20 09:16:04,2018-03-20 09:16:09,"5,017s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:16:09,2018-03-20 09:16:09,"0,100s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:09,2018-03-20 09:16:09,"0,075s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/07_Testfall,Safari 11,initial: Alle Filial-Akk. sind zugeklappt,2018-03-20 09:16:09,2018-03-20 09:16:18,"9,060s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:09,2018-03-20 09:16:12,"2,270s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:12,2018-03-20 09:16:12,"0,032s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:12,2018-03-20 09:16:12,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:12,2018-03-20 09:16:13,"1,405s",PASSED
delay,Safari 11,,2018-03-20 09:16:13,2018-03-20 09:16:18,"5,035s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:16:18,2018-03-20 09:16:18,"0,023s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:18,2018-03-20 09:16:18,"0,067s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/08_Testfall,Safari 11,initial: Alle Filial-Akk. sind zugeklappt,2018-03-20 09:16:18,2018-03-20 09:16:28,"9,745s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:18,2018-03-20 09:16:21,"2,189s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:21,2018-03-20 09:16:21,"0,021s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:21,2018-03-20 09:16:21,"0,008s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:21,2018-03-20 09:16:23,"2,238s",PASSED
delay,Safari 11,,2018-03-20 09:16:23,2018-03-20 09:16:28,"5,006s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:16:28,2018-03-20 09:16:28,"0,065s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:28,2018-03-20 09:16:28,"0,100s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/09_Testfall,Safari 11,"\u00DCberpr\u00FCfen, ob Entfernung in km nicht angezeigt wind ",2018-03-20 09:16:28,2018-03-20 09:16:38,"10,264s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:28,2018-03-20 09:16:30,"1,962s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:30,2018-03-20 09:16:30,"0,019s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:30,2018-03-20 09:16:30,"0,009s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:30,2018-03-20 09:16:32,"1,959s",PASSED
delay,Safari 11,,2018-03-20 09:16:32,2018-03-20 09:16:37,"5,022s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:16:37,2018-03-20 09:16:38,"1,057s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:38,2018-03-20 09:16:38,"0,080s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/10_Testfall,Safari 11,"\u00DCberpr\u00FCfen, ob Entfernung in km nicht angezeigt wind ",2018-03-20 09:16:38,2018-03-20 09:16:47,"8,928s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:39,2018-03-20 09:16:41,"2,166s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:41,2018-03-20 09:16:41,"0,029s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:41,2018-03-20 09:16:41,"0,008s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:41,2018-03-20 09:16:42,"1,330s",PASSED
delay,Safari 11,,2018-03-20 09:16:42,2018-03-20 09:16:47,"5,011s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:16:47,2018-03-20 09:16:47,"0,025s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:47,2018-03-20 09:16:47,"0,033s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/11_Testfall,Safari 11,"\u00DCberpr\u00FCfen, ob Entfernung in km nicht angezeigt wind ",2018-03-20 09:16:47,2018-03-20 09:16:56,"8,360s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:47,2018-03-20 09:16:49,"1,998s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:49,2018-03-20 09:16:49,"0,020s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:49,2018-03-20 09:16:49,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:49,2018-03-20 09:16:50,"1,104s",PASSED
delay,Safari 11,,2018-03-20 09:16:50,2018-03-20 09:16:56,"5,024s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:16:56,2018-03-20 09:16:56,"0,023s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:16:56,2018-03-20 09:16:56,"0,069s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/12_Testfall,Safari 11,"\u00DCberpr\u00FCfen, ob Entfernung in km nicht angezeigt wind ",2018-03-20 09:16:56,2018-03-20 09:17:05,"9,497s",PASSED
openBrowser,Safari 11,,2018-03-20 09:16:56,2018-03-20 09:16:59,"3,126s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:16:59,2018-03-20 09:16:59,"0,026s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:16:59,2018-03-20 09:16:59,"0,005s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:16:59,2018-03-20 09:17:00,"1,079s",PASSED
delay,Safari 11,,2018-03-20 09:17:00,2018-03-20 09:17:05,"5,010s",PASSED
verifyElementNotPresent,Safari 11,,2018-03-20 09:17:05,2018-03-20 09:17:05,"0,021s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:17:05,2018-03-20 09:17:05,"0,101s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/13_Testfall,Safari 11,Filial-count=54\nInitial sind alle Filialen einer Bank angezeigt\n(Akk. und Filial-Icons),2018-03-20 09:17:05,2018-03-20 09:17:14,"9,223s",PASSED
openBrowser,Safari 11,,2018-03-20 09:17:05,2018-03-20 09:17:07,"2,088s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:17:07,2018-03-20 09:17:07,"0,008s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:17:07,2018-03-20 09:17:08,"0,023s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:17:08,2018-03-20 09:17:09,"1,621s",PASSED
delay,Safari 11,,2018-03-20 09:17:09,2018-03-20 09:17:14,"5,087s",PASSED
"Statement - wes1 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,031s",PASSED
"Statement - wes2 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(loc_steet_filialsuche), 5)",Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,030s",PASSED
Statement - filial_maps_count = wes1.size(),Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,000s",PASSED
Statement - filial_accordeon_count = wes2.size(),Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,003s",PASSED
Statement - filial_count = 61,Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,001s",PASSED
Statement - If (filial_maps_count != filial_count),Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,001s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:17:14,2018-03-20 09:17:14,"0,057s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/14_Testfall,Safari 11,"Filial-count=37 (Dropdown: Ergebnis bei Auswahl eines Ortes z.B. Berlin)\nAlle Filialen, bei denen im Feld \""City\"" dieser Ort steht, sind angezeigt (Akk. und Filial-Icons)\n\n\n\n\n\n",2018-03-20 09:17:14,2018-03-20 09:17:39,"24,550s",PASSED
openBrowser,Safari 11,,2018-03-20 09:17:15,2018-03-20 09:17:17,"2,756s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:17:17,2018-03-20 09:17:17,"0,013s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:17:17,2018-03-20 09:17:17,"0,028s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:17:17,2018-03-20 09:17:19,"1,197s",PASSED
delay,Safari 11,,2018-03-20 09:17:19,2018-03-20 09:17:24,"5,013s",PASSED
click,Safari 11,,2018-03-20 09:17:24,2018-03-20 09:17:24,"0,707s",PASSED
delay,Safari 11,,2018-03-20 09:17:24,2018-03-20 09:17:26,"2,015s",PASSED
mouseOver,Safari 11,,2018-03-20 09:17:26,2018-03-20 09:17:27,"0,232s",PASSED
delay,Safari 11,,2018-03-20 09:17:27,2018-03-20 09:17:29,"2,004s",PASSED
click,Safari 11,,2018-03-20 09:17:29,2018-03-20 09:17:29,"0,029s",PASSED
delay,Safari 11,,2018-03-20 09:17:29,2018-03-20 09:17:34,"5,022s",PASSED
"Statement - wes1 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Safari 11,,2018-03-20 09:17:34,2018-03-20 09:17:34,"0,027s",PASSED
"Statement - wes2 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(loc_steet_filialsuche), 5)",Safari 11,,2018-03-20 09:17:34,2018-03-20 09:17:34,"0,019s",PASSED
"Statement - wes3 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filialsuche_loc_city), 5)",Safari 11,,2018-03-20 09:17:34,2018-03-20 09:17:39,"5,108s",PASSED
Statement - filial_maps_count = wes1.size(),Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,001s",PASSED
Statement - filial_accordeon_count = wes2.size(),Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,000s",PASSED
Statement - filial_count = 37,Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,000s",PASSED
"Statement - city_name = ""Berlin""",Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,001s",PASSED
Statement - If (filial_maps_count != filial_count),Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,001s",PASSED
"Statement - For ([i = 0, i < wes3.size(), (i++)])",Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,001s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:39,"0,095s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/15_Testfall,Safari 11,"Sortierung nach entfernung beim Eingabe \""Berlin\""",2018-03-20 09:17:39,2018-03-20 09:17:57,"18,329s",PASSED
openBrowser,Safari 11,,2018-03-20 09:17:39,2018-03-20 09:17:43,"3,349s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:17:43,2018-03-20 09:17:44,"1,320s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:17:44,2018-03-20 09:17:44,"0,005s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:17:44,2018-03-20 09:17:46,"2,306s",PASSED
delay,Safari 11,,2018-03-20 09:17:46,2018-03-20 09:17:51,"5,088s",PASSED
setText,Safari 11,,2018-03-20 09:17:51,2018-03-20 09:17:53,"1,743s",PASSED
delay,Safari 11,,2018-03-20 09:17:53,2018-03-20 09:17:55,"2,007s",PASSED
submit,Safari 11,,2018-03-20 09:17:55,2018-03-20 09:17:55,"0,142s",PASSED
delay,Safari 11,,2018-03-20 09:17:55,2018-03-20 09:17:57,"2,005s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Filialsuche_loc_distance), 5)",Safari 11,,2018-03-20 09:17:57,2018-03-20 09:17:57,"0,041s",PASSED
"Statement - For ([i = 1, i < wes.size(), (i++)])",Safari 11,,2018-03-20 09:17:57,2018-03-20 09:17:57,"0,001s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:17:57,2018-03-20 09:17:57,"0,068s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/16_Testfall,Safari 11,"Es wird gepr\u00FCft, ob Entfernung in km angezeigt wird",2018-03-20 09:17:57,2018-03-20 09:18:20,"22,561s",FAILED
openBrowser,Safari 11,,2018-03-20 09:17:58,2018-03-20 09:18:07,"9,599s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:18:07,2018-03-20 09:18:07,"0,027s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:18:07,2018-03-20 09:18:07,"0,010s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:18:07,2018-03-20 09:18:09,"1,831s",PASSED
delay,Safari 11,,2018-03-20 09:18:09,2018-03-20 09:18:14,"5,030s",PASSED
setText,Safari 11,,2018-03-20 09:18:14,2018-03-20 09:18:14,"0,158s",PASSED
delay,Safari 11,,2018-03-20 09:18:14,2018-03-20 09:18:16,"2,004s",PASSED
submit,Safari 11,,2018-03-20 09:18:16,2018-03-20 09:18:16,"0,051s",PASSED
delay,Safari 11,,2018-03-20 09:18:16,2018-03-20 09:18:18,"2,002s",PASSED
verifyElementVisible,Safari 11,,2018-03-20 09:18:18,2018-03-20 09:18:20,"1,633s",FAILED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/17_Testfall,Safari 11,Akkordeons und Paginierung beim Klick funktionieren richtig. Es werden noch Stra\u00DFen und Hausnummern mit Prototyp verglichen.,2018-03-20 09:18:20,2018-03-20 09:19:50,"1m - 30,000s",PASSED
openBrowser,Safari 11,,2018-03-20 09:18:21,2018-03-20 09:18:23,"2,260s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:18:23,2018-03-20 09:18:24,"1,165s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:18:24,2018-03-20 09:18:24,"0,019s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:18:24,2018-03-20 09:18:28,"3,785s",PASSED
delay,Safari 11,,2018-03-20 09:18:28,2018-03-20 09:18:30,"2,004s",PASSED
waitForPageLoad,Safari 11,,2018-03-20 09:18:30,2018-03-20 09:18:30,"0,219s",PASSED
delay,Safari 11,,2018-03-20 09:18:30,2018-03-20 09:18:32,"2,002s",PASSED
click,Safari 11,,2018-03-20 09:18:32,2018-03-20 09:18:32,"0,183s",PASSED
delay,Safari 11,,2018-03-20 09:18:32,2018-03-20 09:18:34,"2,016s",PASSED
mouseOver,Safari 11,,2018-03-20 09:18:34,2018-03-20 09:18:34,"0,065s",PASSED
delay,Safari 11,,2018-03-20 09:18:34,2018-03-20 09:18:36,"2,006s",PASSED
click,Safari 11,,2018-03-20 09:18:36,2018-03-20 09:18:36,"0,028s",PASSED
delay,Safari 11,,2018-03-20 09:18:36,2018-03-20 09:18:41,"5,038s",PASSED
click,Safari 11,,2018-03-20 09:18:41,2018-03-20 09:18:41,"0,088s",PASSED
delay,Safari 11,,2018-03-20 09:18:41,2018-03-20 09:18:43,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:43,2018-03-20 09:18:43,"0,049s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:43,2018-03-20 09:18:44,"0,032s",PASSED
click,Safari 11,,2018-03-20 09:18:44,2018-03-20 09:18:44,"0,078s",PASSED
delay,Safari 11,,2018-03-20 09:18:44,2018-03-20 09:18:46,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:46,2018-03-20 09:18:46,"0,023s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:46,2018-03-20 09:18:46,"0,028s",PASSED
click,Safari 11,,2018-03-20 09:18:46,2018-03-20 09:18:46,"0,079s",PASSED
delay,Safari 11,,2018-03-20 09:18:46,2018-03-20 09:18:48,"2,008s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:48,2018-03-20 09:18:48,"0,023s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:48,2018-03-20 09:18:48,"0,025s",PASSED
click,Safari 11,,2018-03-20 09:18:48,2018-03-20 09:18:48,"0,075s",PASSED
delay,Safari 11,,2018-03-20 09:18:48,2018-03-20 09:18:50,"2,020s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:50,2018-03-20 09:18:50,"0,024s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:50,2018-03-20 09:18:50,"0,020s",PASSED
click,Safari 11,,2018-03-20 09:18:50,2018-03-20 09:18:50,"0,029s",PASSED
delay,Safari 11,,2018-03-20 09:18:50,2018-03-20 09:18:52,"2,006s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:52,2018-03-20 09:18:52,"0,033s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:52,2018-03-20 09:18:52,"0,042s",PASSED
scrollToElement,Safari 11,,2018-03-20 09:18:52,2018-03-20 09:18:52,"0,122s",PASSED
click,Safari 11,,2018-03-20 09:18:52,2018-03-20 09:18:52,"0,027s",PASSED
delay,Safari 11,,2018-03-20 09:18:52,2018-03-20 09:18:54,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:54,2018-03-20 09:18:54,"0,044s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:54,2018-03-20 09:18:54,"0,037s",PASSED
click,Safari 11,,2018-03-20 09:18:54,2018-03-20 09:18:54,"0,140s",PASSED
click,Safari 11,,2018-03-20 09:18:54,2018-03-20 09:18:55,"0,153s",PASSED
delay,Safari 11,,2018-03-20 09:18:55,2018-03-20 09:18:57,"2,006s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:57,2018-03-20 09:18:57,"0,051s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:57,2018-03-20 09:18:57,"0,042s",PASSED
click,Safari 11,,2018-03-20 09:18:57,2018-03-20 09:18:57,"0,077s",PASSED
delay,Safari 11,,2018-03-20 09:18:57,2018-03-20 09:18:59,"2,006s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:59,2018-03-20 09:18:59,"0,040s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:18:59,2018-03-20 09:18:59,"0,022s",PASSED
click,Safari 11,,2018-03-20 09:18:59,2018-03-20 09:18:59,"0,055s",PASSED
delay,Safari 11,,2018-03-20 09:18:59,2018-03-20 09:19:01,"2,053s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:01,2018-03-20 09:19:01,"0,051s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:01,2018-03-20 09:19:01,"0,030s",PASSED
click,Safari 11,,2018-03-20 09:19:01,2018-03-20 09:19:01,"0,108s",PASSED
delay,Safari 11,,2018-03-20 09:19:01,2018-03-20 09:19:03,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:03,2018-03-20 09:19:03,"0,039s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:03,2018-03-20 09:19:03,"0,027s",PASSED
click,Safari 11,,2018-03-20 09:19:03,2018-03-20 09:19:03,"0,077s",PASSED
delay,Safari 11,,2018-03-20 09:19:03,2018-03-20 09:19:05,"2,009s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:05,2018-03-20 09:19:05,"0,046s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:05,2018-03-20 09:19:05,"0,025s",PASSED
click,Safari 11,,2018-03-20 09:19:05,2018-03-20 09:19:05,"0,065s",PASSED
delay,Safari 11,,2018-03-20 09:19:05,2018-03-20 09:19:07,"2,014s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:07,2018-03-20 09:19:07,"0,031s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:07,2018-03-20 09:19:07,"0,028s",PASSED
click,Safari 11,,2018-03-20 09:19:07,2018-03-20 09:19:08,"0,061s",PASSED
click,Safari 11,,2018-03-20 09:19:08,2018-03-20 09:19:08,"0,100s",PASSED
delay,Safari 11,,2018-03-20 09:19:08,2018-03-20 09:19:10,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:10,2018-03-20 09:19:10,"0,025s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 09:19:10,2018-03-20 09:19:10,"0,028s",PASSED
click,Safari 11,,2018-03-20 09:19:10,2018-03-20 09:19:10,"0,070s",PASSED
click,Safari 11,,2018-03-20 09:19:10,2018-03-20 09:19:10,"0,168s",PASSED
delay,Safari 11,,2018-03-20 09:19:10,2018-03-20 09:19:12,"2,003s",PASSED
click,Safari 11,,2018-03-20 09:19:12,2018-03-20 09:19:12,"0,088s",PASSED
