Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Prototyp_Filialsuche (RC 18)/17_Testfall,Safari 11,Akkordeons und Paginierung beim Klick funktionieren richtig. Es werden noch Stra\u00DFen und Hausnummern mit Prototyp verglichen.,2018-03-22 18:30:42,2018-03-22 18:32:11,"1m - 29,266s",PASSED
openBrowser,Safari 11,,2018-03-22 18:30:42,2018-03-22 18:30:45,"2,395s",PASSED
deleteAllCookies,Safari 11,,2018-03-22 18:30:45,2018-03-22 18:30:45,"0,008s",PASSED
maximizeWindow,Safari 11,,2018-03-22 18:30:45,2018-03-22 18:30:45,"0,024s",PASSED
navigateToUrl,Safari 11,,2018-03-22 18:30:45,2018-03-22 18:30:47,"2,618s",PASSED
delay,Safari 11,,2018-03-22 18:30:47,2018-03-22 18:30:49,"2,005s",PASSED
waitForPageLoad,Safari 11,,2018-03-22 18:30:49,2018-03-22 18:30:49,"0,027s",PASSED
delay,Safari 11,,2018-03-22 18:30:49,2018-03-22 18:30:51,"2,028s",PASSED
click,Safari 11,,2018-03-22 18:30:51,2018-03-22 18:30:52,"0,194s",PASSED
delay,Safari 11,,2018-03-22 18:30:52,2018-03-22 18:30:54,"2,005s",PASSED
mouseOver,Safari 11,,2018-03-22 18:30:54,2018-03-22 18:30:54,"0,053s",PASSED
delay,Safari 11,,2018-03-22 18:30:54,2018-03-22 18:30:59,"5,035s",PASSED
click,Safari 11,,2018-03-22 18:30:59,2018-03-22 18:30:59,"0,024s",PASSED
delay,Safari 11,,2018-03-22 18:30:59,2018-03-22 18:31:04,"5,002s",PASSED
click,Safari 11,,2018-03-22 18:31:04,2018-03-22 18:31:04,"0,067s",PASSED
delay,Safari 11,,2018-03-22 18:31:04,2018-03-22 18:31:06,"2,039s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:06,2018-03-22 18:31:06,"0,042s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:06,2018-03-22 18:31:06,"0,021s",PASSED
click,Safari 11,,2018-03-22 18:31:06,2018-03-22 18:31:06,"0,047s",PASSED
delay,Safari 11,,2018-03-22 18:31:06,2018-03-22 18:31:08,"2,004s",PASSED
verifyTextPresent,Safari 11,,2018-03-22 18:31:08,2018-03-22 18:31:08,"0,022s",PASSED
