Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
delay,Safari 11,,2018-03-20 19:45:36,2018-03-20 19:45:41,"5,002s",PASSED
setText,Safari 11,,2018-03-20 19:45:41,2018-03-20 19:45:41,"0,407s",PASSED
delay,Safari 11,,2018-03-20 19:45:41,2018-03-20 19:45:43,"2,005s",PASSED
submit,Safari 11,,2018-03-20 19:45:43,2018-03-20 19:45:43,"0,058s",PASSED
delay,Safari 11,,2018-03-20 19:45:43,2018-03-20 19:45:45,"2,004s",PASSED
"Statement - wes = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Filialsuche_loc_distance), 5)",Safari 11,,2018-03-20 19:45:45,2018-03-20 19:45:45,"0,048s",PASSED
"Statement - For ([i = 1, i < wes.size(), (i++)])",Safari 11,,2018-03-20 19:45:45,2018-03-20 19:45:46,"0,556s",PASSED
closeBrowser,Safari 11,,2018-03-20 19:45:46,2018-03-20 19:45:46,"0,031s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/16_Testfall,Safari 11,"Es wird gepr\u00FCft, ob Entfernung in km angezeigt wird",2018-03-20 19:45:46,2018-03-20 19:46:07,"20,751s",PASSED
openBrowser,Safari 11,,2018-03-20 19:45:46,2018-03-20 19:45:48,"1,986s",PASSED
maximizeWindow,Safari 11,,2018-03-20 19:45:48,2018-03-20 19:45:48,"0,033s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 19:45:48,2018-03-20 19:45:48,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-20 19:45:48,2018-03-20 19:45:53,"5,238s",PASSED
delay,Safari 11,,2018-03-20 19:45:53,2018-03-20 19:45:58,"5,002s",PASSED
setText,Safari 11,,2018-03-20 19:45:58,2018-03-20 19:45:59,"0,167s",PASSED
delay,Safari 11,,2018-03-20 19:45:59,2018-03-20 19:46:02,"3,003s",PASSED
submit,Safari 11,,2018-03-20 19:46:02,2018-03-20 19:46:02,"0,019s",PASSED
delay,Safari 11,,2018-03-20 19:46:02,2018-03-20 19:46:07,"5,002s",PASSED
verifyElementVisible,Safari 11,,2018-03-20 19:46:07,2018-03-20 19:46:07,"0,064s",PASSED
closeBrowser,Safari 11,,2018-03-20 19:46:07,2018-03-20 19:46:07,"0,068s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/17_Testfall,Safari 11,Akkordeons und Paginierung beim Klick funktionieren richtig. Es werden noch Stra\u00DFen und Hausnummern mit Prototyp verglichen.,2018-03-20 19:46:07,2018-03-20 19:47:37,"1m - 30,592s",PASSED
openBrowser,Safari 11,,2018-03-20 19:46:07,2018-03-20 19:46:08,"1,396s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 19:46:08,2018-03-20 19:46:08,"0,007s",PASSED
maximizeWindow,Safari 11,,2018-03-20 19:46:08,2018-03-20 19:46:08,"0,025s",PASSED
navigateToUrl,Safari 11,,2018-03-20 19:46:08,2018-03-20 19:46:13,"4,307s",PASSED
delay,Safari 11,,2018-03-20 19:46:13,2018-03-20 19:46:15,"2,003s",PASSED
waitForPageLoad,Safari 11,,2018-03-20 19:46:15,2018-03-20 19:46:18,"3,671s",PASSED
delay,Safari 11,,2018-03-20 19:46:18,2018-03-20 19:46:20,"2,003s",PASSED
click,Safari 11,,2018-03-20 19:46:20,2018-03-20 19:46:21,"0,264s",PASSED
delay,Safari 11,,2018-03-20 19:46:21,2018-03-20 19:46:23,"2,007s",PASSED
mouseOver,Safari 11,,2018-03-20 19:46:23,2018-03-20 19:46:23,"0,048s",PASSED
delay,Safari 11,,2018-03-20 19:46:23,2018-03-20 19:46:25,"2,006s",PASSED
click,Safari 11,,2018-03-20 19:46:25,2018-03-20 19:46:25,"0,051s",PASSED
delay,Safari 11,,2018-03-20 19:46:25,2018-03-20 19:46:30,"5,036s",PASSED
click,Safari 11,,2018-03-20 19:46:30,2018-03-20 19:46:30,"0,083s",PASSED
delay,Safari 11,,2018-03-20 19:46:30,2018-03-20 19:46:32,"2,003s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:32,2018-03-20 19:46:32,"0,067s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:32,2018-03-20 19:46:32,"0,023s",PASSED
click,Safari 11,,2018-03-20 19:46:32,2018-03-20 19:46:32,"0,066s",PASSED
delay,Safari 11,,2018-03-20 19:46:32,2018-03-20 19:46:34,"2,007s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:34,2018-03-20 19:46:34,"0,022s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:34,2018-03-20 19:46:34,"0,025s",PASSED
click,Safari 11,,2018-03-20 19:46:34,2018-03-20 19:46:34,"0,055s",PASSED
delay,Safari 11,,2018-03-20 19:46:34,2018-03-20 19:46:36,"2,004s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:36,2018-03-20 19:46:36,"0,020s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:36,2018-03-20 19:46:36,"0,018s",PASSED
click,Safari 11,,2018-03-20 19:46:36,2018-03-20 19:46:36,"0,063s",PASSED
delay,Safari 11,,2018-03-20 19:46:36,2018-03-20 19:46:38,"2,054s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:38,2018-03-20 19:46:38,"0,024s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:38,2018-03-20 19:46:38,"0,022s",PASSED
click,Safari 11,,2018-03-20 19:46:38,2018-03-20 19:46:38,"0,052s",PASSED
delay,Safari 11,,2018-03-20 19:46:38,2018-03-20 19:46:40,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:40,2018-03-20 19:46:41,"0,020s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:41,2018-03-20 19:46:41,"0,019s",PASSED
scrollToElement,Safari 11,,2018-03-20 19:46:41,2018-03-20 19:46:41,"0,070s",PASSED
click,Safari 11,,2018-03-20 19:46:41,2018-03-20 19:46:41,"0,032s",PASSED
delay,Safari 11,,2018-03-20 19:46:41,2018-03-20 19:46:43,"2,004s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:43,2018-03-20 19:46:43,"0,019s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:43,2018-03-20 19:46:43,"0,018s",PASSED
click,Safari 11,,2018-03-20 19:46:43,2018-03-20 19:46:43,"0,057s",PASSED
click,Safari 11,,2018-03-20 19:46:43,2018-03-20 19:46:43,"0,099s",PASSED
delay,Safari 11,,2018-03-20 19:46:43,2018-03-20 19:46:45,"2,003s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:45,2018-03-20 19:46:45,"0,019s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:45,2018-03-20 19:46:45,"0,020s",PASSED
click,Safari 11,,2018-03-20 19:46:45,2018-03-20 19:46:45,"0,060s",PASSED
delay,Safari 11,,2018-03-20 19:46:45,2018-03-20 19:46:47,"2,039s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:47,2018-03-20 19:46:47,"0,019s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:47,2018-03-20 19:46:47,"0,018s",PASSED
click,Safari 11,,2018-03-20 19:46:47,2018-03-20 19:46:47,"0,046s",PASSED
delay,Safari 11,,2018-03-20 19:46:47,2018-03-20 19:46:49,"2,002s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:49,2018-03-20 19:46:49,"0,019s",PASSED
verifyTextPresent,Safari 11,,2018-03-20 19:46:49,2018-03-20 19:46:49,"0,019s",PASSED
