Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:46:55,2018-03-13 10:46:56,"1,118s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:46:56,2018-03-13 10:46:59,"2,682s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:46:59,2018-03-13 10:47:04,"5,001s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:47:04,2018-03-13 10:47:05,"1,179s",FAILED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/15_Testfall,Chrome 64.0.3282.186,Es wird Paginierung bei Auswahl eines Ortes (Berlin) gepr\u00FCft,2018-03-13 10:47:05,2018-03-13 10:47:56,"50,861s",FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:47:05,2018-03-13 10:47:08,"3,366s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:47:08,2018-03-13 10:47:10,"1,249s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:47:10,2018-03-13 10:47:13,"3,321s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:47:13,2018-03-13 10:47:16,"3,473s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:47:16,2018-03-13 10:47:21,"5,001s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:47:21,2018-03-13 10:47:22,"0,327s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:47:22,2018-03-13 10:47:24,"2,005s",PASSED
mouseOver,Chrome 64.0.3282.186,,2018-03-13 10:47:24,2018-03-13 10:47:56,"31,978s",FAILED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/16_Testfall,Chrome 64.0.3282.186,Es wird Paginierung bei Auswahl eines Ortes (Berlin) gepr\u00FCft,2018-03-13 10:47:56,2018-03-13 10:48:22,"26,594s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:47:56,2018-03-13 10:48:01,"4,739s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:48:01,2018-03-13 10:48:02,"1,161s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:48:02,2018-03-13 10:48:07,"4,926s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:48:07,2018-03-13 10:48:10,"3,317s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:48:10,2018-03-13 10:48:15,"5,000s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:48:15,2018-03-13 10:48:17,"2,004s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:17,2018-03-13 10:48:17,"0,133s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:17,2018-03-13 10:48:17,"0,090s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:17,2018-03-13 10:48:17,"0,084s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:17,2018-03-13 10:48:17,"0,082s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:17,2018-03-13 10:48:18,"0,080s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:18,2018-03-13 10:48:18,"0,085s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:18,2018-03-13 10:48:18,"0,262s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:18,2018-03-13 10:48:18,"0,357s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:18,2018-03-13 10:48:18,"0,201s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:18,2018-03-13 10:48:19,"0,166s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:19,2018-03-13 10:48:19,"0,130s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:19,2018-03-13 10:48:19,"0,353s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:19,2018-03-13 10:48:19,"0,130s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:19,2018-03-13 10:48:19,"0,060s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:19,2018-03-13 10:48:19,"0,069s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:19,2018-03-13 10:48:20,"0,407s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:20,2018-03-13 10:48:20,"0,277s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:20,2018-03-13 10:48:21,"0,577s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:21,2018-03-13 10:48:21,"0,081s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:21,2018-03-13 10:48:21,"0,099s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:21,2018-03-13 10:48:21,"0,089s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:21,2018-03-13 10:48:21,"0,049s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:21,2018-03-13 10:48:21,"0,074s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:48:21,2018-03-13 10:48:22,"1,359s",PASSED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/17_Testfall,Chrome 64.0.3282.186,"Es wird Paginierung nach Eingabe von Berlin gepr\u00FCft.\nCheck \""Bargeld im Einzelhandel\"" wird angeklickt.",2018-03-13 10:48:22,2018-03-13 10:48:42,"19,828s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:48:22,2018-03-13 10:48:26,"3,932s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:48:26,2018-03-13 10:48:28,"1,129s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:48:28,2018-03-13 10:48:28,"0,813s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:48:28,2018-03-13 10:48:31,"2,988s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:31,2018-03-13 10:48:31,"0,115s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:48:31,2018-03-13 10:48:33,"2,000s",PASSED
setText,Chrome 64.0.3282.186,,2018-03-13 10:48:33,2018-03-13 10:48:34,"0,489s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:48:34,2018-03-13 10:48:36,"2,001s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:36,2018-03-13 10:48:36,"0,106s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:48:36,2018-03-13 10:48:38,"2,000s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:38,2018-03-13 10:48:39,"0,664s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:39,2018-03-13 10:48:39,"0,086s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:39,2018-03-13 10:48:39,"0,154s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:39,2018-03-13 10:48:39,"0,096s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:39,2018-03-13 10:48:39,"0,157s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:39,2018-03-13 10:48:39,"0,239s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:39,2018-03-13 10:48:40,"0,420s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:40,2018-03-13 10:48:40,"0,193s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:40,2018-03-13 10:48:40,"0,246s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:40,2018-03-13 10:48:41,"0,428s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:41,2018-03-13 10:48:41,"0,198s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:41,2018-03-13 10:48:41,"0,073s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:48:41,2018-03-13 10:48:41,"0,244s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:48:41,2018-03-13 10:48:42,"0,926s",PASSED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/18_Testfall,Chrome 64.0.3282.186,"GAA-count=70 (Dropdown: Ergebnis bei Auswahl eines Ortes Potsdam (count=2))\nAlle Filialen, bei denen im Feld \""City\"" dieser Ort steht, sind angezeigt (Akk. und Filial-Icons) ",2018-03-13 10:48:42,2018-03-13 10:49:00,"17,968s",FAILED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:48:42,2018-03-13 10:48:46,"3,813s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:48:46,2018-03-13 10:48:49,"2,706s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:48:49,2018-03-13 10:48:50,"1,190s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:48:50,2018-03-13 10:48:55,"4,528s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:48:55,2018-03-13 10:49:00,"5,001s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:49:00,2018-03-13 10:49:00,"0,577s",FAILED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/19TF,Chrome 64.0.3282.186,Es wird Paginierung nach Eingabe von Berlin gepr\u00FCft,2018-03-13 10:49:00,2018-03-13 10:49:17,"17,065s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:00,2018-03-13 10:49:04,"3,703s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:49:04,2018-03-13 10:49:05,"1,109s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:49:05,2018-03-13 10:49:07,"2,416s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:49:07,2018-03-13 10:49:10,"2,664s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:49:10,2018-03-13 10:49:10,"0,121s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:10,2018-03-13 10:49:12,"2,001s",PASSED
setText,Chrome 64.0.3282.186,,2018-03-13 10:49:12,2018-03-13 10:49:12,"0,201s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:12,2018-03-13 10:49:14,"2,001s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:49:14,2018-03-13 10:49:15,"0,063s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:17,"2,002s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:17,2018-03-13 10:49:17,"0,699s",PASSED
