Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
openBrowser,Safari 11,,2018-03-20 09:37:29,2018-03-20 09:37:31,"2,316s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:37:31,2018-03-20 09:37:31,"0,006s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:37:31,2018-03-20 09:37:31,"0,019s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:37:31,2018-03-20 09:37:33,"1,759s",PASSED
delay,Safari 11,,2018-03-20 09:37:33,2018-03-20 09:37:38,"5,010s",PASSED
click,Safari 11,,2018-03-20 09:37:38,2018-03-20 09:37:38,"0,198s",PASSED
delay,Safari 11,,2018-03-20 09:37:38,2018-03-20 09:37:40,"2,005s",PASSED
mouseOver,Safari 11,,2018-03-20 09:37:40,2018-03-20 09:37:40,"0,067s",PASSED
delay,Safari 11,,2018-03-20 09:37:40,2018-03-20 09:37:42,"2,052s",PASSED
click,Safari 11,,2018-03-20 09:37:42,2018-03-20 09:37:42,"0,023s",PASSED
delay,Safari 11,,2018-03-20 09:37:42,2018-03-20 09:37:47,"5,003s",PASSED
"Statement - wes1 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(gaa_map), 5)",Safari 11,,2018-03-20 09:37:47,2018-03-20 09:37:47,"0,090s",PASSED
"Statement - wes2 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(loc_steet_filialsuche), 5)",Safari 11,,2018-03-20 09:37:47,2018-03-20 09:37:47,"0,011s",PASSED
"Statement - wes3 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filialsuche_loc_city), 5)",Safari 11,,2018-03-20 09:37:47,2018-03-20 09:37:52,"5,107s",PASSED
Statement - filial_maps_count = wes1.size(),Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,001s",PASSED
Statement - filial_accordeon_count = wes2.size(),Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,000s",PASSED
Statement - filial_count = 2,Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,001s",PASSED
"Statement - city_name = ""Berlin""",Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,000s",PASSED
Statement - If (filial_maps_count != filial_count),Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,000s",PASSED
"Statement - For ([i = 0, i < wes3.size(), (i++)])",Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,001s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:37:52,2018-03-20 09:37:52,"0,062s",PASSED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/19TF,Safari 11,Es wird Paginierung nach Eingabe von Berlin gepr\u00FCft,2018-03-20 09:37:53,2018-03-20 09:38:03,"10,686s",PASSED
openBrowser,Safari 11,,2018-03-20 09:37:53,2018-03-20 09:37:55,"2,094s",PASSED
maximizeWindow,Safari 11,,2018-03-20 09:37:55,2018-03-20 09:37:55,"0,019s",PASSED
deleteAllCookies,Safari 11,,2018-03-20 09:37:55,2018-03-20 09:37:55,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-20 09:37:55,2018-03-20 09:37:57,"1,995s",PASSED
click,Safari 11,,2018-03-20 09:37:57,2018-03-20 09:37:57,"0,090s",PASSED
delay,Safari 11,,2018-03-20 09:37:57,2018-03-20 09:37:59,"2,004s",PASSED
setText,Safari 11,,2018-03-20 09:37:59,2018-03-20 09:37:59,"0,148s",PASSED
delay,Safari 11,,2018-03-20 09:37:59,2018-03-20 09:38:01,"2,005s",PASSED
click,Safari 11,,2018-03-20 09:38:01,2018-03-20 09:38:01,"0,072s",PASSED
delay,Safari 11,,2018-03-20 09:38:01,2018-03-20 09:38:03,"2,034s",PASSED
closeBrowser,Safari 11,,2018-03-20 09:38:03,2018-03-20 09:38:03,"0,080s",PASSED
