Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyElementNotPresent,Chrome 64.0.3282.186,,2018-03-13 10:49:00,2018-03-13 10:49:01,"0,788s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:01,2018-03-13 10:49:02,"0,693s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/13_Testfall,Chrome 64.0.3282.186,Filial-count=54\nInitial sind alle Filialen einer Bank angezeigt\n(Akk. und Filial-Icons),2018-03-13 10:49:02,2018-03-13 10:49:17,"15,129s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:02,2018-03-13 10:49:04,"2,189s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:49:04,2018-03-13 10:49:05,"1,275s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:49:05,2018-03-13 10:49:06,"1,230s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:49:06,2018-03-13 10:49:10,"3,904s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:10,2018-03-13 10:49:15,"5,000s",PASSED
"Statement - wes1 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:15,"0,056s",PASSED
"Statement - wes2 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(loc_steet_filialsuche), 5)",Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:15,"0,056s",PASSED
Statement - filial_maps_count = wes1.size(),Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:15,"0,000s",PASSED
Statement - filial_accordeon_count = wes2.size(),Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:15,"0,000s",PASSED
Statement - filial_count = 61,Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:15,"0,000s",PASSED
Statement - If (filial_maps_count != filial_count),Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:15,"0,001s",PASSED
closeBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:15,2018-03-13 10:49:17,"1,270s",PASSED
,,,,,,
Test Cases/Prototyp_Filialsuche (RC 18)/14_Testfall,Chrome 64.0.3282.186,"Filial-count=37 (Dropdown: Ergebnis bei Auswahl eines Ortes z.B. Berlin)\nAlle Filialen, bei denen im Feld \""City\"" dieser Ort steht, sind angezeigt (Akk. und Filial-Icons)\n\n\n\n\n\n",2018-03-13 10:49:17,2018-03-13 10:49:47,"29,827s",PASSED
openBrowser,Chrome 64.0.3282.186,,2018-03-13 10:49:17,2018-03-13 10:49:20,"3,192s",PASSED
deleteAllCookies,Chrome 64.0.3282.186,,2018-03-13 10:49:20,2018-03-13 10:49:23,"2,516s",PASSED
maximizeWindow,Chrome 64.0.3282.186,,2018-03-13 10:49:23,2018-03-13 10:49:24,"1,265s",PASSED
navigateToUrl,Chrome 64.0.3282.186,,2018-03-13 10:49:24,2018-03-13 10:49:26,"2,469s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:26,2018-03-13 10:49:31,"5,004s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:49:31,2018-03-13 10:49:32,"0,216s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:32,2018-03-13 10:49:34,"2,000s",PASSED
mouseOver,Chrome 64.0.3282.186,,2018-03-13 10:49:34,2018-03-13 10:49:34,"0,061s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:34,2018-03-13 10:49:36,"2,004s",PASSED
click,Chrome 64.0.3282.186,,2018-03-13 10:49:36,2018-03-13 10:49:36,"0,109s",PASSED
delay,Chrome 64.0.3282.186,,2018-03-13 10:49:36,2018-03-13 10:49:41,"5,002s",PASSED
"Statement - wes1 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filial_map), 5)",Chrome 64.0.3282.186,,2018-03-13 10:49:41,2018-03-13 10:49:41,"0,027s",PASSED
"Statement - wes2 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(loc_steet_filialsuche), 5)",Chrome 64.0.3282.186,,2018-03-13 10:49:41,2018-03-13 10:49:41,"0,015s",PASSED
"Statement - wes3 = com.kms.katalon.core.webui.common.WebUiCommonHelper.findWebElements(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(filialsuche_loc_city), 5)",Chrome 64.0.3282.186,,2018-03-13 10:49:41,2018-03-13 10:49:46,"5,129s",PASSED
Statement - filial_maps_count = wes1.size(),Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:46,"0,000s",PASSED
Statement - filial_accordeon_count = wes2.size(),Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:46,"0,000s",PASSED
Statement - filial_count = 37,Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:46,"0,000s",PASSED
"Statement - city_name = ""Berlin""",Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:46,"0,001s",PASSED
Statement - If (filial_maps_count != filial_count),Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:46,"0,000s",PASSED
"Statement - For ([i = 0, i < wes3.size(), (i++)])",Chrome 64.0.3282.186,,2018-03-13 10:49:46,2018-03-13 10:49:46,"0,000s",PASSED
