Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Safari 11,,2018-03-22 18:52:16,2018-03-22 18:52:17,"0,067s",PASSED
click,Safari 11,,2018-03-22 18:52:17,2018-03-22 18:52:17,"0,066s",PASSED
closeBrowser,Safari 11,,2018-03-22 18:52:17,2018-03-22 18:52:17,"0,070s",PASSED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/17_Testfall,Safari 11,"Es wird Paginierung nach Eingabe von Berlin gepr\u00FCft.\nCheck \""Bargeld im Einzelhandel\"" wird angeklickt.",2018-03-22 18:52:17,2018-03-22 18:52:35,"18,248s",PASSED
openBrowser,Safari 11,,2018-03-22 18:52:17,2018-03-22 18:52:23,"6,454s",PASSED
maximizeWindow,Safari 11,,2018-03-22 18:52:23,2018-03-22 18:52:23,"0,016s",PASSED
deleteAllCookies,Safari 11,,2018-03-22 18:52:23,2018-03-22 18:52:23,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-22 18:52:23,2018-03-22 18:52:27,"3,257s",PASSED
click,Safari 11,,2018-03-22 18:52:27,2018-03-22 18:52:27,"0,484s",PASSED
delay,Safari 11,,2018-03-22 18:52:27,2018-03-22 18:52:29,"2,005s",PASSED
setText,Safari 11,,2018-03-22 18:52:29,2018-03-22 18:52:29,"0,248s",PASSED
delay,Safari 11,,2018-03-22 18:52:29,2018-03-22 18:52:31,"2,007s",PASSED
click,Safari 11,,2018-03-22 18:52:31,2018-03-22 18:52:31,"0,044s",PASSED
delay,Safari 11,,2018-03-22 18:52:31,2018-03-22 18:52:34,"2,046s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:34,"0,639s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:34,"0,058s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:34,"0,041s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:34,"0,095s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:34,"0,040s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:34,"0,052s",PASSED
click,Safari 11,,2018-03-22 18:52:34,2018-03-22 18:52:35,"0,059s",PASSED
click,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,051s",PASSED
click,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,045s",PASSED
click,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,080s",PASSED
click,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,053s",PASSED
click,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,059s",PASSED
click,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,079s",PASSED
closeBrowser,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:35,"0,040s",PASSED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/18_Testfall,Safari 11,"GAA-count=70 (Dropdown: Ergebnis bei Auswahl eines Ortes Potsdam (count=2))\nAlle Filialen, bei denen im Feld \""City\"" dieser Ort steht, sind angezeigt (Akk. und Filial-Icons) ",2018-03-22 18:52:35,2018-03-22 18:52:49,"13,947s",FAILED
openBrowser,Safari 11,,2018-03-22 18:52:35,2018-03-22 18:52:37,"2,060s",PASSED
deleteAllCookies,Safari 11,,2018-03-22 18:52:37,2018-03-22 18:52:37,"0,006s",PASSED
maximizeWindow,Safari 11,,2018-03-22 18:52:37,2018-03-22 18:52:38,"0,021s",PASSED
navigateToUrl,Safari 11,,2018-03-22 18:52:38,2018-03-22 18:52:39,"1,645s",PASSED
delay,Safari 11,,2018-03-22 18:52:39,2018-03-22 18:52:44,"5,024s",PASSED
click,Safari 11,,2018-03-22 18:52:44,2018-03-22 18:52:44,"0,172s",PASSED
delay,Safari 11,,2018-03-22 18:52:44,2018-03-22 18:52:46,"2,009s",PASSED
mouseOver,Safari 11,,2018-03-22 18:52:46,2018-03-22 18:52:46,"0,115s",PASSED
delay,Safari 11,,2018-03-22 18:52:46,2018-03-22 18:52:48,"2,012s",PASSED
click,Safari 11,,2018-03-22 18:52:48,2018-03-22 18:52:49,"0,459s",FAILED
,,,,,,
Test Cases/Prototyp_GAA_Suche (RC18)/19TF,Safari 11,Es wird Paginierung nach Eingabe von Berlin gepr\u00FCft,2018-03-22 18:52:49,2018-03-22 18:53:01,"11,594s",PASSED
openBrowser,Safari 11,,2018-03-22 18:52:49,2018-03-22 18:52:52,"2,580s",PASSED
maximizeWindow,Safari 11,,2018-03-22 18:52:52,2018-03-22 18:52:52,"0,024s",PASSED
deleteAllCookies,Safari 11,,2018-03-22 18:52:52,2018-03-22 18:52:52,"0,006s",PASSED
navigateToUrl,Safari 11,,2018-03-22 18:52:52,2018-03-22 18:52:54,"2,221s",PASSED
click,Safari 11,,2018-03-22 18:52:54,2018-03-22 18:52:54,"0,078s",PASSED
delay,Safari 11,,2018-03-22 18:52:54,2018-03-22 18:52:56,"2,010s",PASSED
setText,Safari 11,,2018-03-22 18:52:56,2018-03-22 18:52:56,"0,294s",PASSED
delay,Safari 11,,2018-03-22 18:52:56,2018-03-22 18:52:58,"2,010s",PASSED
click,Safari 11,,2018-03-22 18:52:58,2018-03-22 18:52:58,"0,038s",PASSED
delay,Safari 11,,2018-03-22 18:52:58,2018-03-22 18:53:01,"2,038s",PASSED
closeBrowser,Safari 11,,2018-03-22 18:53:01,2018-03-22 18:53:01,"0,067s",PASSED
